flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason
31837,AC-044,Delta,2023-06-06,1.1,Operational,Marginal,True,
31838,AC-044,Delta,2023-06-07,3.3,Transit,Clear,True,
31839,AC-044,Delta,2023-06-08,2.1,Operational,Clear,True,
31840,AC-044,Delta,2023-06-09,0.2,Operational,Clear,False,Technical
31841,AC-044,Delta,2023-06-10,4.7,Training,Clear,True,
31842,AC-044,Delta,2023-06-15,0.8,Reconnaissance,Clear,False,Weather
31843,AC-044,Delta,2023-06-16,2.2,Operational,Clear,True,
31844,AC-044,Delta,2023-06-17,0.6,Training,Clear,False,Technical
31845,AC-044,Delta,2023-06-20,1.2,Operational,Marginal,False,Other
31846,AC-044,Delta,2023-06-21,2.1,Reconnaissance,Marginal,True,
31847,AC-044,Delta,2023-06-22,2.6,Operational,Clear,True,
31848,AC-044,Delta,2023-06-24,3.6,Training,Clear,True,
31849,AC-044,Delta,2023-06-25,2.4,Training,Clear,True,
31850,AC-044,Delta,2023-06-26,3.0,Training,Marginal,True,
31851,AC-044,Delta,2023-06-28,4.2,Operational,Clear,True,
31852,AC-044,Delta,2023-06-29,2.5,Training,Clear,True,
31853,AC-044,Delta,2023-07-03,3.3,Operational,Clear,True,
31854,AC-044,Delta,2023-07-05,2.8,Reconnaissance,Clear,True,
31855,AC-044,Delta,2023-07-06,3.3,Training,Clear,True,
31856,AC-044,Delta,2023-07-08,3.5,Training,Clear,True,
31857,AC-044,Delta,2023-07-09,3.2,Training,Marginal,True,
31858,AC-044,Delta,2023-07-10,1.2,Training,Marginal,True,
31859,AC-044,Delta,2023-07-11,3.9,Operational,Clear,True,
31860,AC-044,Delta,2023-07-12,0.8,Reconnaissance,Clear,False,Technical
31861,AC-044,Delta,2023-07-15,1.5,Operational,Marginal,False,Weather
31862,AC-044,Delta,2023-07-16,0.1,Training,Clear,False,Technical
31863,AC-044,Delta,2023-07-18,2.6,Training,Marginal,True,
31864,AC-044,Delta,2023-07-20,3.4,Training,Clear,True,
31865,AC-044,Delta,2023-07-21,2.8,Training,Clear,True,
31866,AC-044,Delta,2023-07-24,2.9,Training,Clear,True,
31867,AC-044,Delta,2023-07-26,3.0,Operational,Clear,True,
31868,AC-044,Delta,2023-07-29,0.4,Operational,Marginal,False,Technical
31869,AC-044,Delta,2023-07-30,3.0,Reconnaissance,Clear,True,
31870,AC-044,Delta,2023-08-01,3.2,Training,Clear,True,
31871,AC-044,Delta,2023-08-02,4.0,Reconnaissance,Marginal,True,
31872,AC-044,Delta,2023-08-03,3.6,Operational,Clear,True,
31873,AC-044,Delta,2023-08-05,4.4,Training,Clear,True,
31874,AC-044,Delta,2023-08-07,1.4,Operational,Clear,False,Weather
31875,AC-044,Delta,2023-08-08,1.0,Training,Poor,False,Technical
31876,AC-044,Delta,2023-08-10,3.1,Operational,Marginal,True,
31877,AC-044,Delta,2023-08-15,2.1,Operational,Poor,True,
31878,AC-044,Delta,2023-08-21,4.0,Training,Clear,True,
31879,AC-044,Delta,2023-08-25,3.0,Training,Clear,True,
31880,AC-044,Delta,2023-08-26,0.4,Operational,Poor,False,Technical
31881,AC-044,Delta,2023-08-28,1.9,Training,Clear,True,
31882,AC-044,Delta,2023-09-01,4.6,Training,Clear,True,
31883,AC-044,Delta,2023-09-03,3.0,Operational,Clear,True,
31884,AC-044,Delta,2023-09-04,2.1,Training,Marginal,True,
31885,AC-044,Delta,2023-09-07,0.9,Transit,Poor,False,Weather
31886,AC-044,Delta,2023-09-08,3.0,Operational,Clear,True,
31887,AC-044,Delta,2023-09-11,1.8,Operational,Clear,True,
31888,AC-044,Delta,2023-09-12,3.5,Training,Clear,True,
31889,AC-044,Delta,2023-09-15,4.4,Training,Marginal,True,
31890,AC-044,Delta,2023-09-16,5.2,Reconnaissance,Marginal,True,
31891,AC-044,Delta,2023-09-20,3.4,Training,Clear,True,
31892,AC-044,Delta,2023-09-21,3.3,Operational,Clear,True,
31893,AC-044,Delta,2023-09-22,0.4,Transit,Clear,False,Technical
31894,AC-044,Delta,2023-09-23,3.4,Reconnaissance,Poor,True,
31895,AC-044,Delta,2023-09-25,3.9,Reconnaissance,Clear,True,
31896,AC-044,Delta,2023-09-26,2.4,Operational,Marginal,True,
31897,AC-044,Delta,2023-09-27,3.5,Operational,Clear,True,
31898,AC-044,Delta,2023-09-30,3.0,Reconnaissance,Marginal,True,
31899,AC-044,Delta,2023-10-09,4.2,Training,Marginal,True,
31900,AC-044,Delta,2023-10-14,0.5,Reconnaissance,Clear,True,
31901,AC-044,Delta,2023-10-16,0.9,Training,Marginal,False,Technical
31902,AC-044,Delta,2023-10-19,0.4,Training,Clear,False,Technical
31903,AC-044,Delta,2023-10-21,4.1,Operational,Clear,True,
31904,AC-044,Delta,2023-10-24,4.7,Training,Marginal,True,
31905,AC-044,Delta,2023-10-27,2.0,Operational,Poor,True,
31906,AC-044,Delta,2023-10-28,4.1,Training,Marginal,True,
31907,AC-044,Delta,2023-11-10,1.0,Operational,Clear,True,
31908,AC-044,Delta,2023-11-15,3.9,Training,Marginal,True,
31909,AC-044,Delta,2023-11-17,2.4,Reconnaissance,Clear,True,
31910,AC-044,Delta,2023-11-20,3.3,Training,Poor,True,
31911,AC-044,Delta,2023-11-21,0.4,Operational,Clear,False,Technical
31912,AC-044,Delta,2023-11-24,1.8,Operational,Clear,True,
31913,AC-044,Delta,2023-11-25,4.9,Training,Clear,True,
31914,AC-044,Delta,2023-11-29,1.2,Training,Marginal,False,Weather
31915,AC-044,Delta,2023-12-09,1.8,Training,Marginal,False,Weather
31916,AC-044,Delta,2023-12-13,1.5,Training,Clear,False,Weather
31917,AC-044,Delta,2023-12-20,4.7,Training,Clear,True,
31918,AC-044,Delta,2023-12-24,1.9,Training,Clear,False,Technical
31919,AC-044,Delta,2023-12-25,1.3,Training,Clear,False,Technical
31920,AC-044,Delta,2023-12-26,3.0,Operational,Clear,True,
31921,AC-044,Delta,2023-12-27,3.3,Training,Clear,True,
31922,AC-044,Delta,2023-12-29,1.1,Operational,Clear,False,Technical
31923,AC-044,Delta,2023-12-31,3.3,Training,Marginal,True,
31924,AC-044,Delta,2024-01-08,3.9,Operational,Clear,True,
31925,AC-044,Delta,2024-01-09,4.3,Operational,Clear,True,
31926,AC-044,Delta,2024-01-10,0.9,Operational,Clear,True,
31927,AC-044,Delta,2024-01-11,3.1,Operational,Clear,True,
31928,AC-044,Delta,2024-01-13,1.1,Training,Marginal,False,Technical
31929,AC-044,Delta,2024-01-23,5.2,Operational,Clear,True,
31930,AC-044,Delta,2024-01-25,2.6,Training,Clear,True,
31931,AC-044,Delta,2024-02-05,4.4,Training,Marginal,True,
31932,AC-044,Delta,2024-02-08,2.6,Training,Clear,True,
31933,AC-044,Delta,2024-02-09,3.1,Training,Clear,True,
31934,AC-044,Delta,2024-02-11,2.8,Operational,Clear,True,
31935,AC-044,Delta,2024-02-15,1.7,Training,Poor,False,Weather
31936,AC-044,Delta,2024-02-17,2.9,Operational,Clear,True,
31937,AC-044,Delta,2024-02-19,3.3,Transit,Clear,True,
31938,AC-044,Delta,2024-02-28,1.0,Training,Marginal,False,Weather
31939,AC-044,Delta,2024-02-29,2.0,Operational,Poor,True,
31940,AC-044,Delta,2024-03-16,0.1,Transit,Marginal,False,Weather
31941,AC-044,Delta,2024-03-17,3.0,Training,Marginal,True,
31942,AC-044,Delta,2024-03-24,4.1,Operational,Clear,True,
31943,AC-044,Delta,2024-03-25,2.0,Training,Clear,False,Technical
31944,AC-044,Delta,2024-03-27,1.4,Training,Clear,True,
31945,AC-044,Delta,2024-03-28,0.6,Training,Poor,False,Technical
31946,AC-044,Delta,2024-04-10,3.6,Operational,Clear,True,
31947,AC-044,Delta,2024-04-13,0.4,Training,Marginal,False,Weather
31948,AC-044,Delta,2024-04-14,4.4,Transit,Clear,True,
31949,AC-044,Delta,2024-04-18,3.8,Training,Marginal,True,
31950,AC-044,Delta,2024-04-21,2.1,Training,Marginal,False,Weather
31951,AC-044,Delta,2024-04-22,3.5,Operational,Marginal,True,
31952,AC-044,Delta,2024-04-24,1.9,Training,Clear,True,
31953,AC-044,Delta,2024-04-25,6.0,Training,Marginal,True,
31954,AC-044,Delta,2024-04-28,0.4,Training,Clear,False,Technical
31955,AC-044,Delta,2024-05-01,5.7,Training,Poor,True,
31956,AC-044,Delta,2024-05-02,5.1,Training,Clear,True,
31957,AC-044,Delta,2024-05-04,3.5,Operational,Clear,True,
31958,AC-044,Delta,2024-05-07,2.4,Transit,Marginal,True,
31959,AC-044,Delta,2024-05-09,2.9,Training,Clear,True,
31960,AC-044,Delta,2024-05-10,0.6,Operational,Marginal,False,Technical
31961,AC-044,Delta,2024-05-11,3.0,Training,Marginal,True,
31962,AC-044,Delta,2024-05-12,3.6,Training,Clear,True,
31963,AC-044,Delta,2024-05-15,3.2,Training,Clear,True,
31964,AC-044,Delta,2024-05-16,4.6,Transit,Clear,True,
31965,AC-044,Delta,2024-05-18,6.1,Training,Marginal,True,
31966,AC-044,Delta,2024-05-22,2.1,Transit,Clear,True,
31967,AC-044,Delta,2024-05-25,3.6,Reconnaissance,Clear,True,
31968,AC-044,Delta,2024-05-26,2.9,Operational,Clear,True,
31969,AC-044,Delta,2024-05-27,0.9,Reconnaissance,Clear,False,Technical
31970,AC-044,Delta,2024-05-28,2.7,Training,Clear,True,
31971,AC-044,Delta,2024-05-29,4.4,Operational,Clear,True,
31972,AC-044,Delta,2024-05-30,3.0,Operational,Clear,True,
31973,AC-044,Delta,2024-05-31,1.1,Operational,Clear,True,
31974,AC-044,Delta,2024-06-04,4.7,Operational,Clear,True,
31975,AC-044,Delta,2024-06-05,4.6,Operational,Marginal,True,
31976,AC-044,Delta,2024-06-06,2.8,Training,Clear,True,
31977,AC-044,Delta,2024-06-07,1.0,Training,Marginal,False,Other
31978,AC-044,Delta,2024-06-08,0.4,Operational,Clear,False,Technical
31979,AC-044,Delta,2024-06-09,3.6,Training,Clear,True,
31980,AC-044,Delta,2024-06-11,2.5,Operational,Marginal,False,Weather
31981,AC-044,Delta,2024-06-12,1.1,Training,Clear,False,Technical
31982,AC-044,Delta,2024-06-14,2.4,Operational,Clear,True,
31983,AC-044,Delta,2024-06-17,2.4,Reconnaissance,Clear,True,
31984,AC-044,Delta,2024-06-18,1.1,Operational,Marginal,False,Technical
31985,AC-044,Delta,2024-06-22,1.6,Training,Clear,True,
31986,AC-044,Delta,2024-06-23,3.3,Training,Clear,True,
31987,AC-044,Delta,2024-06-26,0.7,Transit,Marginal,False,Weather
31988,AC-044,Delta,2024-06-27,0.2,Operational,Marginal,False,Weather
31989,AC-044,Delta,2024-06-28,2.4,Reconnaissance,Clear,True,
31990,AC-044,Delta,2024-06-29,2.9,Reconnaissance,Clear,True,
31991,AC-044,Delta,2024-07-02,5.7,Transit,Clear,True,
31992,AC-044,Delta,2024-07-08,1.2,Transit,Marginal,True,
31993,AC-044,Delta,2024-07-10,2.8,Training,Clear,True,
31994,AC-044,Delta,2024-07-11,4.2,Transit,Clear,True,
31995,AC-044,Delta,2024-07-12,4.6,Training,Clear,True,
31996,AC-044,Delta,2024-07-13,3.0,Training,Clear,True,
31997,AC-044,Delta,2024-07-14,3.2,Training,Clear,True,
31998,AC-044,Delta,2024-07-17,4.5,Training,Clear,True,
31999,AC-044,Delta,2024-07-18,2.9,Training,Clear,True,
32000,AC-044,Delta,2024-07-20,3.7,Training,Clear,True,
32001,AC-044,Delta,2024-07-21,1.1,Training,Clear,False,Technical
32002,AC-044,Delta,2024-07-22,4.1,Operational,Poor,True,
32003,AC-044,Delta,2024-07-27,1.5,Operational,Clear,True,
32004,AC-044,Delta,2024-07-28,5.5,Training,Clear,True,
32005,AC-044,Delta,2024-08-01,3.6,Operational,Clear,True,
32006,AC-044,Delta,2024-08-03,0.9,Training,Clear,True,
32007,AC-044,Delta,2024-08-04,4.2,Operational,Clear,True,
32008,AC-044,Delta,2024-08-05,0.4,Training,Clear,False,Weather
32009,AC-044,Delta,2024-08-09,2.7,Training,Poor,True,
32010,AC-044,Delta,2024-08-13,3.2,Operational,Marginal,True,
32011,AC-044,Delta,2024-08-15,1.7,Training,Clear,True,
32012,AC-044,Delta,2024-08-16,2.2,Operational,Clear,True,
32013,AC-044,Delta,2024-08-17,0.8,Training,Clear,False,Technical
32014,AC-044,Delta,2024-08-18,2.0,Transit,Poor,False,Weather
32015,AC-044,Delta,2024-08-20,1.4,Training,Clear,True,
32016,AC-044,Delta,2024-08-21,2.8,Reconnaissance,Clear,True,
32017,AC-044,Delta,2024-08-22,1.0,Transit,Clear,False,Technical
32018,AC-044,Delta,2024-08-23,0.8,Training,Marginal,False,Weather
32019,AC-044,Delta,2024-08-24,2.7,Training,Clear,True,
32020,AC-044,Delta,2024-08-25,0.9,Reconnaissance,Clear,False,Technical
32021,AC-044,Delta,2024-08-28,1.1,Training,Clear,False,Technical
32022,AC-044,Delta,2024-08-29,1.7,Training,Clear,True,
32023,AC-044,Delta,2024-08-30,4.1,Training,Marginal,True,
32024,AC-044,Delta,2024-09-01,2.9,Reconnaissance,Marginal,True,
32025,AC-044,Delta,2024-09-02,4.4,Operational,Clear,True,
32026,AC-044,Delta,2024-09-05,0.4,Operational,Marginal,False,Weather
32027,AC-044,Delta,2024-09-06,2.2,Operational,Poor,True,
32028,AC-044,Delta,2024-09-07,3.6,Training,Clear,True,
32029,AC-044,Delta,2024-09-10,3.3,Training,Clear,True,
32030,AC-044,Delta,2024-09-11,2.7,Training,Clear,True,
32031,AC-044,Delta,2024-09-12,2.6,Reconnaissance,Clear,True,
32032,AC-044,Delta,2024-09-14,0.8,Operational,Poor,False,Weather
32033,AC-044,Delta,2024-09-16,0.3,Operational,Poor,False,Other
32034,AC-044,Delta,2024-09-17,1.6,Training,Marginal,True,
32035,AC-044,Delta,2024-09-19,1.0,Operational,Clear,False,Technical
32036,AC-044,Delta,2024-09-23,0.9,Operational,Marginal,False,Weather
32037,AC-044,Delta,2024-09-24,1.4,Training,Marginal,True,
32038,AC-044,Delta,2024-09-25,3.2,Operational,Clear,True,
32039,AC-044,Delta,2024-09-29,1.8,Reconnaissance,Clear,True,
32040,AC-044,Delta,2024-09-30,2.3,Reconnaissance,Clear,True,
32041,AC-044,Delta,2024-10-01,3.8,Training,Clear,True,
32042,AC-044,Delta,2024-10-08,3.6,Operational,Clear,True,
32043,AC-044,Delta,2024-10-10,2.1,Operational,Clear,True,
32044,AC-044,Delta,2024-10-18,1.8,Reconnaissance,Marginal,True,
32045,AC-044,Delta,2024-10-19,3.7,Transit,Clear,True,
32046,AC-044,Delta,2024-10-20,3.0,Operational,Clear,True,
32047,AC-044,Delta,2024-11-01,2.7,Training,Poor,True,
32048,AC-044,Delta,2024-11-02,2.9,Operational,Poor,True,
32049,AC-044,Delta,2024-11-05,4.1,Operational,Clear,True,
32050,AC-044,Delta,2024-11-06,3.9,Transit,Clear,True,
32051,AC-044,Delta,2024-11-08,0.8,Training,Clear,False,Other
32052,AC-044,Delta,2024-11-09,0.4,Operational,Clear,False,Technical
32053,AC-044,Delta,2024-11-10,2.5,Training,Marginal,True,
32054,AC-044,Delta,2024-11-16,4.8,Operational,Clear,True,
32055,AC-044,Delta,2024-11-20,0.9,Training,Poor,False,Weather
32056,AC-044,Delta,2024-11-22,2.9,Training,Clear,True,
32057,AC-044,Delta,2024-11-23,0.5,Training,Clear,True,
32058,AC-044,Delta,2024-11-27,0.4,Training,Clear,False,Technical
32059,AC-044,Delta,2024-11-30,2.3,Operational,Clear,True,
32060,AC-044,Delta,2024-12-02,1.6,Operational,Poor,False,Weather
32061,AC-044,Delta,2024-12-05,3.7,Operational,Clear,True,
32062,AC-044,Delta,2024-12-11,2.0,Training,Poor,False,Technical
32063,AC-044,Delta,2024-12-13,3.0,Training,Clear,True,
32064,AC-044,Delta,2024-12-16,4.3,Transit,Poor,True,
32065,AC-044,Delta,2024-12-19,4.1,Training,Clear,True,
32066,AC-044,Delta,2024-12-22,5.8,Operational,Clear,True,
32067,AC-044,Delta,2024-12-23,0.7,Training,Marginal,False,Technical
32068,AC-044,Delta,2024-12-27,2.2,Training,Marginal,True,
32069,AC-044,Delta,2024-12-29,1.0,Training,Clear,False,Technical
32070,AC-044,Delta,2024-12-30,2.1,Operational,Clear,True,
32071,AC-044,Delta,2025-01-09,3.7,Operational,Clear,True,
32072,AC-044,Delta,2025-01-12,3.2,Training,Poor,True,
32073,AC-044,Delta,2025-01-14,5.8,Training,Clear,True,
32074,AC-044,Delta,2025-01-15,1.1,Operational,Clear,False,Weather
32075,AC-044,Delta,2025-01-17,3.5,Training,Clear,True,
32076,AC-044,Delta,2025-01-19,3.2,Transit,Clear,True,
32077,AC-044,Delta,2025-01-21,4.0,Training,Clear,True,
32078,AC-044,Delta,2025-01-25,5.9,Operational,Clear,True,
32079,AC-044,Delta,2025-01-28,3.0,Training,Marginal,True,
32080,AC-044,Delta,2025-01-30,4.7,Reconnaissance,Clear,True,
32081,AC-044,Delta,2025-01-31,0.9,Training,Clear,False,Other
32082,AC-044,Delta,2025-02-05,4.3,Training,Clear,True,
32083,AC-044,Delta,2025-02-09,4.7,Operational,Clear,True,
32084,AC-044,Delta,2025-02-10,5.6,Operational,Clear,True,
32085,AC-044,Delta,2025-02-11,2.9,Operational,Clear,True,
32086,AC-044,Delta,2025-02-14,4.2,Transit,Clear,True,
32087,AC-044,Delta,2025-02-15,3.6,Training,Poor,True,
32088,AC-044,Delta,2025-02-18,1.6,Operational,Clear,False,Technical
32089,AC-044,Delta,2025-02-19,1.8,Operational,Marginal,True,
32090,AC-044,Delta,2025-02-24,5.1,Reconnaissance,Clear,True,
32091,AC-044,Delta,2025-02-25,1.4,Training,Poor,False,Weather
32092,AC-044,Delta,2025-02-27,5.0,Operational,Marginal,True,
32093,AC-044,Delta,2025-02-28,3.2,Training,Clear,True,
32094,AC-044,Delta,2025-03-04,3.3,Training,Clear,True,
32095,AC-044,Delta,2025-03-09,2.9,Training,Marginal,True,
32096,AC-044,Delta,2025-03-11,3.4,Reconnaissance,Clear,True,
32097,AC-044,Delta,2025-03-14,3.2,Operational,Clear,True,
32098,AC-044,Delta,2025-03-17,2.4,Reconnaissance,Marginal,True,
32099,AC-044,Delta,2025-03-20,4.0,Reconnaissance,Clear,True,
32100,AC-044,Delta,2025-03-23,2.2,Reconnaissance,Clear,True,
32101,AC-044,Delta,2025-03-24,3.6,Training,Clear,True,
32102,AC-044,Delta,2025-03-25,2.8,Reconnaissance,Clear,True,
32103,AC-044,Delta,2025-03-26,4.0,Training,Poor,True,
32104,AC-044,Delta,2025-03-29,4.0,Reconnaissance,Clear,True,
32105,AC-044,Delta,2025-04-02,1.7,Training,Clear,True,
32106,AC-044,Delta,2025-04-04,0.6,Reconnaissance,Clear,False,Technical
32107,AC-044,Delta,2025-04-05,5.8,Reconnaissance,Clear,True,
32108,AC-044,Delta,2025-04-06,2.9,Training,Marginal,True,
32109,AC-044,Delta,2025-04-09,0.1,Operational,Clear,False,Other
32110,AC-044,Delta,2025-04-10,4.4,Training,Poor,True,
32111,AC-044,Delta,2025-04-11,0.8,Reconnaissance,Clear,False,Technical
32112,AC-044,Delta,2025-04-14,1.7,Training,Clear,False,Technical
32113,AC-044,Delta,2025-04-15,1.1,Operational,Clear,False,Technical
32114,AC-044,Delta,2025-04-18,4.7,Reconnaissance,Clear,True,
32115,AC-044,Delta,2025-04-19,4.2,Operational,Marginal,True,
32116,AC-044,Delta,2025-04-21,0.8,Operational,Clear,False,Technical
32117,AC-044,Delta,2025-04-23,4.8,Transit,Poor,True,
32118,AC-044,Delta,2025-04-24,1.0,Training,Clear,False,Technical
32119,AC-044,Delta,2025-04-25,0.6,Training,Clear,False,Technical
32120,AC-044,Delta,2025-04-26,0.5,Transit,Clear,True,
32121,AC-044,Delta,2025-04-28,2.1,Training,Clear,True,
32122,AC-044,Delta,2025-04-29,2.8,Operational,Clear,True,
32123,AC-044,Delta,2025-04-30,3.1,Training,Marginal,True,
32124,AC-044,Delta,2025-05-01,1.5,Training,Clear,False,Weather
32125,AC-044,Delta,2025-05-03,1.0,Reconnaissance,Poor,False,Weather
32126,AC-044,Delta,2025-05-06,3.9,Operational,Clear,True,
32127,AC-044,Delta,2025-05-07,1.4,Training,Marginal,False,Technical
32128,AC-044,Delta,2025-05-09,3.5,Operational,Clear,True,
32129,AC-044,Delta,2025-05-11,3.6,Training,Marginal,True,
32130,AC-044,Delta,2025-05-12,3.0,Operational,Marginal,True,
32131,AC-044,Delta,2025-05-13,3.9,Reconnaissance,Marginal,True,
32132,AC-044,Delta,2025-05-17,3.2,Training,Clear,True,
32133,AC-044,Delta,2025-05-20,4.8,Training,Clear,True,
32134,AC-044,Delta,2025-05-21,0.4,Reconnaissance,Marginal,False,Technical
32135,AC-044,Delta,2025-05-22,1.7,Transit,Clear,True,
32136,AC-044,Delta,2025-05-24,4.7,Operational,Clear,True,
32137,AC-044,Delta,2025-05-25,2.0,Operational,Clear,True,
32138,AC-044,Delta,2025-05-26,3.8,Training,Clear,True,
32139,AC-044,Delta,2025-05-27,3.1,Reconnaissance,Clear,True,
32140,AC-044,Delta,2025-05-28,2.9,Training,Poor,True,
32141,AC-044,Delta,2025-05-30,3.6,Training,Marginal,True,
32142,AC-044,Delta,2025-06-03,3.7,Transit,Clear,True,
32143,AC-044,Delta,2025-06-04,0.8,Training,Marginal,True,
32144,AC-044,Delta,2025-06-10,0.8,Operational,Poor,False,Technical
32145,AC-044,Delta,2025-06-11,3.5,Training,Marginal,True,
32146,AC-044,Delta,2025-06-12,3.3,Operational,Poor,True,
32147,AC-044,Delta,2025-06-13,3.6,Operational,Clear,True,
32148,AC-044,Delta,2025-06-14,0.9,Reconnaissance,Clear,False,Weather
32149,AC-044,Delta,2025-06-15,2.6,Operational,Marginal,True,
32150,AC-044,Delta,2025-06-19,1.2,Operational,Clear,False,Technical
32151,AC-044,Delta,2025-06-20,2.1,Reconnaissance,Poor,True,
32152,AC-044,Delta,2025-06-29,4.7,Training,Clear,True,
32153,AC-044,Delta,2025-07-03,2.1,Training,Poor,True,
32154,AC-044,Delta,2025-07-06,1.1,Reconnaissance,Clear,False,Technical
32155,AC-044,Delta,2025-07-08,0.2,Operational,Clear,False,Other
32156,AC-044,Delta,2025-07-10,3.3,Training,Clear,True,
32157,AC-044,Delta,2025-07-12,3.5,Training,Clear,True,
32158,AC-044,Delta,2025-07-13,1.5,Operational,Clear,True,
32159,AC-044,Delta,2025-07-14,4.4,Training,Clear,True,
32160,AC-044,Delta,2025-07-15,3.0,Training,Clear,True,
32161,AC-044,Delta,2025-07-16,4.0,Operational,Clear,True,
32162,AC-044,Delta,2025-07-20,4.4,Training,Marginal,True,
32163,AC-044,Delta,2025-07-21,2.1,Reconnaissance,Clear,True,
32164,AC-044,Delta,2025-07-23,4.5,Training,Marginal,True,
32165,AC-044,Delta,2025-07-24,3.4,Training,Marginal,True,
32166,AC-044,Delta,2025-07-25,4.2,Training,Clear,True,
32167,AC-044,Delta,2025-07-27,2.0,Operational,Marginal,True,
32168,AC-044,Delta,2025-07-31,2.8,Training,Clear,True,
32169,AC-044,Delta,2025-08-01,4.0,Training,Marginal,True,
32170,AC-044,Delta,2025-08-02,1.0,Training,Poor,False,Technical
32171,AC-044,Delta,2025-08-08,0.8,Training,Marginal,False,Technical
32172,AC-044,Delta,2025-08-09,3.9,Operational,Clear,True,
32173,AC-044,Delta,2025-08-11,3.6,Training,Clear,True,
32174,AC-044,Delta,2025-08-12,0.8,Operational,Clear,False,Technical
32175,AC-044,Delta,2025-08-16,3.1,Operational,Marginal,True,
32176,AC-044,Delta,2025-08-19,2.7,Training,Clear,True,
32177,AC-044,Delta,2025-08-20,1.2,Reconnaissance,Marginal,False,Technical
32178,AC-044,Delta,2025-08-21,1.4,Reconnaissance,Clear,True,
32179,AC-044,Delta,2025-08-22,3.2,Reconnaissance,Clear,True,
32180,AC-044,Delta,2025-08-24,4.5,Training,Poor,True,
32181,AC-044,Delta,2025-08-25,3.8,Training,Marginal,True,
32182,AC-044,Delta,2025-08-26,3.6,Training,Clear,True,
32183,AC-044,Delta,2025-08-29,4.5,Training,Clear,True,
32184,AC-044,Delta,2025-09-01,0.3,Reconnaissance,Poor,False,Weather
32185,AC-044,Delta,2025-09-02,3.4,Reconnaissance,Clear,True,
32186,AC-044,Delta,2025-09-04,0.9,Training,Clear,False,Technical
32187,AC-044,Delta,2025-09-08,2.7,Operational,Marginal,True,
32188,AC-044,Delta,2025-09-09,0.7,Operational,Poor,False,Technical
32189,AC-044,Delta,2025-09-10,2.6,Reconnaissance,Marginal,True,
32190,AC-044,Delta,2025-09-12,4.0,Transit,Clear,True,
32191,AC-044,Delta,2025-09-13,3.4,Transit,Clear,True,
32192,AC-044,Delta,2025-09-14,3.7,Training,Clear,True,
32193,AC-044,Delta,2025-09-16,2.7,Operational,Clear,True,
32194,AC-044,Delta,2025-09-17,1.8,Training,Marginal,False,Weather
32195,AC-044,Delta,2025-09-18,2.0,Operational,Clear,True,
32196,AC-044,Delta,2025-09-19,1.3,Training,Clear,False,Technical
32197,AC-044,Delta,2025-09-21,3.5,Training,Clear,True,
32198,AC-044,Delta,2025-09-23,4.4,Operational,Clear,True,
32199,AC-044,Delta,2025-09-24,3.3,Training,Marginal,True,
32200,AC-044,Delta,2025-09-25,4.3,Operational,Marginal,True,
32201,AC-044,Delta,2025-09-26,2.4,Training,Clear,True,
32202,AC-044,Delta,2025-09-28,0.4,Training,Clear,False,Technical
32203,AC-044,Delta,2025-09-29,0.8,Training,Poor,False,Technical
32204,AC-044,Delta,2025-10-07,4.0,Training,Clear,True,
32205,AC-044,Delta,2025-10-08,2.4,Operational,Clear,True,
32206,AC-044,Delta,2025-10-09,4.3,Operational,Clear,True,
32207,AC-044,Delta,2025-10-12,4.2,Operational,Clear,True,
32208,AC-044,Delta,2025-10-13,2.4,Training,Clear,True,
32209,AC-044,Delta,2025-10-14,0.5,Training,Marginal,False,Technical
32210,AC-044,Delta,2025-10-15,3.7,Operational,Poor,True,
32211,AC-044,Delta,2025-10-16,2.6,Operational,Clear,True,
32212,AC-044,Delta,2025-10-19,2.8,Operational,Clear,True,
32213,AC-044,Delta,2025-10-21,2.1,Operational,Clear,True,
32214,AC-044,Delta,2025-10-27,0.4,Transit,Marginal,False,Weather
32215,AC-044,Delta,2025-10-29,3.0,Training,Clear,True,
32216,AC-044,Delta,2025-11-01,3.5,Training,Marginal,True,
32217,AC-044,Delta,2025-11-03,5.5,Operational,Clear,True,
32218,AC-044,Delta,2025-11-09,4.0,Operational,Marginal,True,
32219,AC-044,Delta,2025-11-11,4.0,Transit,Clear,True,
32220,AC-044,Delta,2025-11-15,2.8,Operational,Marginal,True,
32221,AC-044,Delta,2025-11-16,0.8,Reconnaissance,Clear,False,Technical
32222,AC-044,Delta,2025-11-21,0.4,Training,Poor,False,Technical
32223,AC-044,Delta,2025-11-25,0.6,Training,Marginal,False,Weather
32224,AC-044,Delta,2025-11-29,3.7,Training,Poor,True,
32225,AC-044,Delta,2025-12-03,1.2,Training,Marginal,False,Other
32226,AC-044,Delta,2025-12-06,4.3,Reconnaissance,Clear,True,
32227,AC-044,Delta,2025-12-09,2.9,Training,Marginal,True,
32228,AC-044,Delta,2025-12-14,2.1,Training,Clear,True,
32229,AC-044,Delta,2025-12-21,4.0,Operational,Clear,True,
32230,AC-044,Delta,2025-12-30,3.7,Reconnaissance,Marginal,True,
32231,AC-045,Echo,2021-01-01,1.3,Operational,Marginal,True,
32232,AC-045,Echo,2021-01-05,1.8,Transit,Poor,True,
32233,AC-045,Echo,2021-01-08,2.7,Training,Marginal,True,
32234,AC-045,Echo,2021-01-20,3.4,Training,Clear,True,
