exam_id,crew_id,unit,exam_date,exam_type,score,result
1296,CR-335,Echo,2025-04-19,Recurrent,79.2,Pass
1297,CR-336,Alpha,2024-02-29,Recurrent,78.9,Pass
1298,CR-336,Alpha,2021-08-31,Recurrent,80.8,Pass
1299,CR-337,Bravo,2022-12-27,Recurrent,77.0,Pass
1300,CR-337,Bravo,2024-07-16,Recurrent,86.8,Pass
1301,CR-337,Bravo,2022-07-23,Recurrent,77.7,Pass
1302,CR-338,Charlie,2023-08-14,Recurrent,80.4,Pass
1303,CR-338,Charlie,2021-02-18,Recurrent,85.6,Pass
1304,CR-338,Charlie,2022-04-04,Recurrent,84.6,Pass
1305,CR-338,Charlie,2024-07-30,Recurrent,74.4,Pass
1306,CR-338,Charlie,2024-12-23,Recurrent,84.2,Pass
1307,CR-338,Charlie,2023-01-20,Recurrent,79.5,Pass
1308,CR-339,Delta,2021-06-24,Recurrent,81.4,Pass
1309,CR-339,Delta,2022-04-25,Recurrent,80.0,Pass
1310,CR-339,Delta,2023-11-10,Recurrent,84.4,Pass
1311,CR-339,Delta,2022-01-11,Recurrent,96.7,Pass
1312,CR-339,Delta,2022-03-28,Initial,81.0,Pass
1313,CR-339,Delta,2024-05-09,Recurrent,82.1,Pass
1314,CR-340,Echo,2022-07-17,Initial,86.0,Pass
1315,CR-340,Echo,2025-06-04,Recurrent,82.5,Pass
1316,CR-341,Alpha,2021-04-15,Recurrent,90.1,Pass
1317,CR-341,Alpha,2024-05-05,Initial,87.1,Pass
1318,CR-341,Alpha,2024-09-09,Recurrent,76.8,Pass
1319,CR-342,Bravo,2023-05-13,Initial,77.4,Pass
1320,CR-342,Bravo,2023-07-30,Recurrent,89.7,Pass
1321,CR-343,Charlie,2024-03-25,Recurrent,74.8,Pass
1322,CR-343,Charlie,2024-05-22,Recurrent,100.0,Pass
1323,CR-343,Charlie,2024-03-27,Initial,89.8,Pass
1324,CR-344,Delta,2021-03-15,Recurrent,87.5,Pass
1325,CR-344,Delta,2024-05-04,Recurrent,70.8,Pass
1326,CR-344,Delta,2022-09-29,Recurrent,67.8,Fail
1327,CR-344,Delta,2025-10-22,Recurrent,70.8,Pass
1328,CR-344,Delta,2023-10-27,Recurrent,69.2,Fail
1329,CR-345,Echo,2022-10-09,Recurrent,86.1,Pass
1330,CR-345,Echo,2024-12-17,Recurrent,94.1,Pass
1331,CR-345,Echo,2021-04-27,Recurrent,74.7,Pass
1332,CR-345,Echo,2021-07-10,Initial,87.3,Pass
1333,CR-345,Echo,2022-12-29,Recurrent,84.8,Pass
1334,CR-346,Alpha,2023-02-20,Initial,88.3,Pass
1335,CR-346,Alpha,2025-07-24,Recurrent,76.9,Pass
1336,CR-346,Alpha,2024-06-12,Recurrent,77.9,Pass
1337,CR-346,Alpha,2023-07-19,Recurrent,89.6,Pass
1338,CR-346,Alpha,2023-02-18,Recurrent,79.8,Pass
1339,CR-347,Bravo,2021-08-11,Recurrent,80.1,Pass
1340,CR-347,Bravo,2022-03-28,Recurrent,99.0,Pass
1341,CR-347,Bravo,2023-03-25,Recurrent,66.3,Fail
1342,CR-347,Bravo,2021-10-25,Recurrent,100.0,Pass
1343,CR-347,Bravo,2023-02-09,Recurrent,98.6,Pass
1344,CR-347,Bravo,2025-03-02,Recurrent,70.3,Pass
1345,CR-348,Charlie,2025-03-07,Recurrent,75.0,Pass
1346,CR-348,Charlie,2021-09-13,Recurrent,84.9,Pass
1347,CR-349,Delta,2022-11-06,Initial,81.1,Pass
1348,CR-349,Delta,2024-08-30,Recurrent,88.9,Pass
1349,CR-349,Delta,2023-08-18,Initial,76.1,Pass
1350,CR-350,Echo,2021-08-28,Initial,77.9,Pass
1351,CR-350,Echo,2022-09-04,Recurrent,88.3,Pass
1352,CR-350,Echo,2022-06-09,Recurrent,76.5,Pass
1353,CR-351,Alpha,2024-09-16,Recurrent,81.6,Pass
1354,CR-351,Alpha,2025-04-28,Initial,94.2,Pass
1355,CR-351,Alpha,2021-07-01,Initial,74.1,Pass
1356,CR-351,Alpha,2021-08-02,Initial,74.4,Pass
1357,CR-351,Alpha,2023-08-12,Recurrent,77.3,Pass
1358,CR-352,Bravo,2021-02-27,Initial,73.4,Pass
1359,CR-352,Bravo,2023-02-28,Recurrent,89.7,Pass
1360,CR-352,Bravo,2023-10-16,Recurrent,88.7,Pass
1361,CR-352,Bravo,2024-05-21,Recurrent,82.6,Pass
1362,CR-352,Bravo,2023-01-29,Recurrent,84.4,Pass
1363,CR-352,Bravo,2024-08-15,Initial,67.6,Fail
1364,CR-353,Charlie,2025-03-18,Recurrent,83.5,Pass
1365,CR-353,Charlie,2025-12-23,Recurrent,79.1,Pass
1366,CR-353,Charlie,2022-08-07,Recurrent,84.2,Pass
1367,CR-354,Delta,2022-03-25,Initial,75.8,Pass
1368,CR-354,Delta,2024-05-15,Recurrent,81.5,Pass
1369,CR-354,Delta,2025-10-06,Recurrent,80.9,Pass
1370,CR-354,Delta,2024-12-08,Recurrent,75.2,Pass
1371,CR-354,Delta,2022-04-29,Recurrent,96.7,Pass
1372,CR-355,Echo,2024-06-06,Recurrent,74.1,Pass
1373,CR-355,Echo,2022-09-25,Recurrent,91.1,Pass
1374,CR-355,Echo,2021-11-05,Initial,71.5,Pass
1375,CR-355,Echo,2023-06-27,Recurrent,92.7,Pass
1376,CR-355,Echo,2023-09-22,Initial,81.9,Pass
1377,CR-355,Echo,2024-08-15,Recurrent,99.5,Pass
1378,CR-356,Alpha,2021-06-26,Initial,85.5,Pass
1379,CR-356,Alpha,2021-07-29,Initial,84.3,Pass
1380,CR-356,Alpha,2024-08-23,Initial,80.9,Pass
1381,CR-356,Alpha,2025-11-04,Recurrent,72.6,Pass
1382,CR-357,Bravo,2021-10-05,Initial,85.3,Pass
1383,CR-357,Bravo,2024-12-21,Recurrent,76.6,Pass
1384,CR-358,Charlie,2025-08-02,Recurrent,93.1,Pass
1385,CR-358,Charlie,2022-10-11,Recurrent,71.6,Pass
1386,CR-358,Charlie,2025-07-21,Recurrent,84.2,Pass
1387,CR-358,Charlie,2023-05-09,Recurrent,89.8,Pass
1388,CR-358,Charlie,2023-06-05,Recurrent,71.0,Pass
1389,CR-359,Delta,2021-10-15,Recurrent,72.1,Pass
1390,CR-359,Delta,2022-11-02,Recurrent,75.0,Pass
1391,CR-359,Delta,2023-11-16,Recurrent,89.6,Pass
1392,CR-359,Delta,2023-09-03,Recurrent,71.5,Pass
1393,CR-359,Delta,2023-04-29,Initial,76.5,Pass
1394,CR-359,Delta,2024-05-04,Initial,83.0,Pass
1395,CR-360,Echo,2023-10-14,Recurrent,71.0,Pass
1396,CR-360,Echo,2021-08-13,Recurrent,70.5,Pass
1397,CR-361,Alpha,2023-08-28,Recurrent,77.7,Pass
1398,CR-361,Alpha,2025-08-01,Recurrent,74.0,Pass
1399,CR-361,Alpha,2022-10-19,Initial,73.6,Pass
1400,CR-361,Alpha,2021-08-21,Recurrent,78.7,Pass
1401,CR-361,Alpha,2024-05-05,Recurrent,71.4,Pass
1402,CR-361,Alpha,2024-02-27,Recurrent,86.0,Pass
1403,CR-362,Bravo,2025-06-20,Recurrent,80.5,Pass
1404,CR-362,Bravo,2024-08-30,Initial,89.2,Pass
1405,CR-362,Bravo,2023-09-28,Recurrent,88.8,Pass
1406,CR-363,Charlie,2021-09-19,Recurrent,74.9,Pass
1407,CR-363,Charlie,2022-07-17,Recurrent,91.8,Pass
1408,CR-363,Charlie,2022-11-18,Recurrent,73.6,Pass
1409,CR-364,Delta,2025-08-16,Recurrent,88.7,Pass
1410,CR-364,Delta,2022-08-21,Initial,74.3,Pass
1411,CR-365,Echo,2024-09-23,Initial,79.5,Pass
1412,CR-365,Echo,2025-04-09,Initial,79.6,Pass
1413,CR-365,Echo,2021-07-29,Recurrent,100.0,Pass
1414,CR-366,Alpha,2022-10-17,Recurrent,87.3,Pass
1415,CR-366,Alpha,2023-12-31,Recurrent,87.2,Pass
1416,CR-367,Bravo,2023-05-11,Initial,65.9,Fail
1417,CR-367,Bravo,2021-01-02,Recurrent,92.7,Pass
1418,CR-368,Charlie,2021-01-07,Recurrent,89.9,Pass
1419,CR-368,Charlie,2022-04-05,Initial,94.2,Pass
1420,CR-368,Charlie,2021-11-10,Recurrent,100.0,Pass
1421,CR-368,Charlie,2024-03-24,Recurrent,83.6,Pass
1422,CR-368,Charlie,2025-06-04,Initial,71.6,Pass
1423,CR-368,Charlie,2021-08-10,Recurrent,81.1,Pass
1424,CR-369,Delta,2021-10-23,Recurrent,80.1,Pass
1425,CR-369,Delta,2022-02-11,Recurrent,84.3,Pass
1426,CR-369,Delta,2023-07-22,Recurrent,97.5,Pass
1427,CR-369,Delta,2021-06-21,Recurrent,69.4,Fail
1428,CR-370,Echo,2021-03-13,Initial,81.2,Pass
1429,CR-370,Echo,2025-12-17,Recurrent,87.4,Pass
1430,CR-370,Echo,2025-01-14,Recurrent,70.0,Fail
1431,CR-371,Alpha,2022-11-20,Recurrent,85.4,Pass
1432,CR-371,Alpha,2021-08-18,Recurrent,98.2,Pass
1433,CR-371,Alpha,2024-03-01,Recurrent,87.1,Pass
1434,CR-371,Alpha,2025-07-02,Recurrent,93.3,Pass
1435,CR-372,Bravo,2021-11-19,Recurrent,90.3,Pass
1436,CR-372,Bravo,2024-12-22,Initial,83.4,Pass
1437,CR-372,Bravo,2025-07-01,Recurrent,88.5,Pass
1438,CR-372,Bravo,2021-04-17,Initial,83.9,Pass
1439,CR-372,Bravo,2021-12-04,Recurrent,76.4,Pass
1440,CR-373,Charlie,2022-02-02,Recurrent,88.8,Pass
1441,CR-373,Charlie,2024-07-05,Recurrent,84.1,Pass
1442,CR-374,Delta,2022-04-15,Recurrent,82.6,Pass
1443,CR-374,Delta,2021-07-13,Recurrent,69.1,Fail
1444,CR-375,Echo,2021-08-14,Recurrent,80.5,Pass
1445,CR-375,Echo,2021-09-27,Recurrent,83.9,Pass
1446,CR-375,Echo,2024-12-07,Recurrent,69.5,Fail
1447,CR-375,Echo,2022-02-10,Initial,91.8,Pass
1448,CR-375,Echo,2025-03-18,Recurrent,73.7,Pass
1449,CR-375,Echo,2024-02-23,Recurrent,87.1,Pass
1450,CR-376,Alpha,2025-04-06,Recurrent,88.6,Pass
1451,CR-376,Alpha,2024-05-07,Recurrent,100.0,Pass
1452,CR-376,Alpha,2023-05-24,Recurrent,72.4,Pass
1453,CR-376,Alpha,2025-06-06,Recurrent,82.1,Pass
1454,CR-376,Alpha,2021-07-13,Recurrent,89.9,Pass
1455,CR-376,Alpha,2024-03-01,Recurrent,81.8,Pass
1456,CR-377,Bravo,2024-04-21,Initial,87.8,Pass
1457,CR-377,Bravo,2022-10-13,Recurrent,84.8,Pass
1458,CR-377,Bravo,2025-01-13,Recurrent,88.1,Pass
1459,CR-377,Bravo,2022-10-18,Recurrent,79.1,Pass
1460,CR-378,Charlie,2025-02-02,Recurrent,75.5,Pass
1461,CR-378,Charlie,2021-11-07,Recurrent,85.6,Pass
1462,CR-379,Delta,2024-01-05,Initial,70.2,Pass
1463,CR-379,Delta,2024-06-27,Initial,79.8,Pass
1464,CR-379,Delta,2025-03-18,Recurrent,74.7,Pass
1465,CR-379,Delta,2023-02-10,Recurrent,65.1,Fail
1466,CR-379,Delta,2024-10-10,Initial,82.3,Pass
1467,CR-379,Delta,2025-11-27,Recurrent,96.2,Pass
1468,CR-380,Echo,2024-09-19,Initial,87.6,Pass
1469,CR-380,Echo,2022-01-08,Initial,82.5,Pass
1470,CR-380,Echo,2025-02-28,Initial,82.1,Pass
1471,CR-380,Echo,2025-06-25,Initial,81.6,Pass
1472,CR-380,Echo,2024-05-10,Recurrent,89.1,Pass
1473,CR-380,Echo,2022-03-29,Recurrent,76.4,Pass
1474,CR-381,Alpha,2022-07-16,Recurrent,89.1,Pass
1475,CR-381,Alpha,2022-01-21,Recurrent,76.8,Pass
1476,CR-381,Alpha,2025-03-26,Recurrent,74.5,Pass
1477,CR-382,Bravo,2021-06-30,Recurrent,60.2,Fail
1478,CR-382,Bravo,2021-06-21,Recurrent,81.0,Pass
1479,CR-382,Bravo,2022-10-31,Recurrent,86.1,Pass
1480,CR-382,Bravo,2023-01-28,Recurrent,83.4,Pass
1481,CR-382,Bravo,2021-10-17,Initial,71.1,Pass
1482,CR-383,Charlie,2023-01-24,Recurrent,78.5,Pass
1483,CR-383,Charlie,2023-05-27,Initial,86.3,Pass
1484,CR-384,Delta,2023-12-09,Recurrent,83.0,Pass
1485,CR-384,Delta,2024-01-10,Initial,71.1,Pass
1486,CR-385,Echo,2021-10-10,Recurrent,80.6,Pass
1487,CR-385,Echo,2023-10-03,Recurrent,77.8,Pass
1488,CR-385,Echo,2021-09-07,Recurrent,86.1,Pass
1489,CR-385,Echo,2022-09-17,Initial,79.6,Pass
1490,CR-385,Echo,2023-02-22,Initial,71.8,Pass
1491,CR-385,Echo,2024-10-03,Recurrent,65.6,Fail
1492,CR-386,Alpha,2023-09-08,Recurrent,74.6,Pass
1493,CR-386,Alpha,2022-02-13,Recurrent,68.8,Fail
1494,CR-386,Alpha,2022-10-03,Recurrent,82.5,Pass
1495,CR-387,Bravo,2024-11-12,Recurrent,86.7,Pass
1496,CR-387,Bravo,2025-08-11,Recurrent,69.7,Fail
1497,CR-388,Charlie,2025-07-20,Recurrent,78.4,Pass
1498,CR-388,Charlie,2025-03-29,Recurrent,76.7,Pass
1499,CR-389,Delta,2022-12-20,Recurrent,84.5,Pass
1500,CR-389,Delta,2023-01-19,Recurrent,70.1,Pass
1501,CR-390,Echo,2025-02-12,Initial,73.4,Pass
1502,CR-390,Echo,2022-04-27,Recurrent,77.0,Pass
1503,CR-391,Alpha,2025-09-08,Recurrent,89.0,Pass
1504,CR-391,Alpha,2024-08-07,Initial,80.1,Pass
1505,CR-391,Alpha,2024-02-14,Initial,72.0,Pass
1506,CR-391,Alpha,2021-07-23,Initial,75.4,Pass
1507,CR-392,Bravo,2024-02-07,Recurrent,81.2,Pass
1508,CR-392,Bravo,2022-10-13,Recurrent,88.8,Pass
1509,CR-392,Bravo,2021-05-25,Initial,79.8,Pass
1510,CR-392,Bravo,2025-06-18,Recurrent,74.3,Pass
1511,CR-392,Bravo,2021-05-14,Recurrent,94.3,Pass
1512,CR-392,Bravo,2023-04-14,Initial,82.7,Pass
1513,CR-393,Charlie,2025-12-05,Initial,82.7,Pass
1514,CR-393,Charlie,2024-10-17,Recurrent,64.3,Fail
1515,CR-394,Delta,2024-05-06,Recurrent,82.6,Pass
1516,CR-394,Delta,2024-09-21,Recurrent,81.5,Pass
1517,CR-394,Delta,2021-10-22,Recurrent,90.5,Pass
1518,CR-394,Delta,2025-10-03,Recurrent,86.4,Pass
1519,CR-394,Delta,2023-10-15,Recurrent,81.7,Pass
1520,CR-394,Delta,2021-06-10,Initial,64.6,Fail
1521,CR-395,Echo,2025-05-11,Initial,79.6,Pass
1522,CR-395,Echo,2021-05-16,Recurrent,68.0,Fail
1523,CR-395,Echo,2021-03-15,Initial,75.7,Pass
1524,CR-395,Echo,2025-07-04,Initial,100.0,Pass
1525,CR-395,Echo,2024-04-28,Recurrent,67.8,Fail
1526,CR-396,Alpha,2024-04-10,Recurrent,86.8,Pass
1527,CR-396,Alpha,2025-07-27,Recurrent,83.8,Pass
1528,CR-397,Bravo,2023-06-21,Recurrent,79.4,Pass
1529,CR-397,Bravo,2022-02-17,Initial,93.3,Pass
1530,CR-397,Bravo,2023-05-18,Initial,83.3,Pass
1531,CR-397,Bravo,2024-09-28,Recurrent,84.1,Pass
1532,CR-398,Charlie,2021-10-02,Recurrent,88.4,Pass
1533,CR-398,Charlie,2022-09-29,Recurrent,86.9,Pass
1534,CR-398,Charlie,2025-12-23,Initial,83.9,Pass
1535,CR-399,Delta,2024-07-06,Recurrent,76.3,Pass
1536,CR-399,Delta,2021-05-22,Recurrent,72.4,Pass
1537,CR-399,Delta,2025-11-24,Recurrent,85.7,Pass
1538,CR-399,Delta,2024-05-02,Recurrent,80.5,Pass
1539,CR-399,Delta,2021-02-17,Recurrent,88.2,Pass
1540,CR-400,Echo,2021-12-29,Recurrent,75.9,Pass
1541,CR-400,Echo,2021-04-11,Initial,69.8,Fail
1542,CR-401,Alpha,2025-04-09,Recurrent,87.8,Pass
1543,CR-401,Alpha,2021-11-10,Recurrent,83.3,Pass
1544,CR-401,Alpha,2021-05-01,Initial,83.9,Pass
1545,CR-401,Alpha,2023-08-07,Recurrent,62.4,Fail
1546,CR-401,Alpha,2023-02-19,Recurrent,85.3,Pass
1547,CR-402,Bravo,2021-09-29,Recurrent,83.2,Pass
1548,CR-402,Bravo,2022-01-29,Initial,94.7,Pass
1549,CR-403,Charlie,2025-06-03,Recurrent,98.4,Pass
1550,CR-403,Charlie,2022-12-03,Recurrent,90.9,Pass
1551,CR-403,Charlie,2023-05-23,Recurrent,80.5,Pass
1552,CR-403,Charlie,2025-07-07,Recurrent,85.5,Pass
1553,CR-404,Delta,2024-12-07,Initial,62.0,Fail
1554,CR-404,Delta,2025-07-26,Recurrent,75.4,Pass
1555,CR-404,Delta,2024-11-02,Recurrent,100.0,Pass
1556,CR-404,Delta,2022-08-11,Recurrent,77.2,Pass
1557,CR-404,Delta,2022-06-15,Recurrent,90.6,Pass
1558,CR-405,Echo,2021-09-27,Recurrent,80.3,Pass
1559,CR-405,Echo,2022-01-06,Recurrent,78.1,Pass
1560,CR-405,Echo,2023-01-11,Initial,85.9,Pass
1561,CR-406,Alpha,2021-12-18,Initial,77.7,Pass
1562,CR-406,Alpha,2021-06-22,Initial,71.2,Pass
1563,CR-406,Alpha,2021-09-25,Recurrent,71.2,Pass
1564,CR-407,Bravo,2021-05-11,Recurrent,79.1,Pass
1565,CR-407,Bravo,2023-05-12,Recurrent,91.9,Pass
1566,CR-407,Bravo,2024-04-11,Initial,74.0,Pass
1567,CR-407,Bravo,2024-04-14,Recurrent,65.6,Fail
1568,CR-408,Charlie,2024-11-09,Recurrent,80.5,Pass
1569,CR-408,Charlie,2022-05-24,Recurrent,92.2,Pass
1570,CR-408,Charlie,2023-05-10,Initial,82.6,Pass
1571,CR-409,Delta,2022-04-15,Recurrent,80.3,Pass
1572,CR-409,Delta,2022-05-20,Initial,88.1,Pass
1573,CR-409,Delta,2021-02-07,Recurrent,77.9,Pass
1574,CR-410,Echo,2022-05-07,Recurrent,76.7,Pass
1575,CR-410,Echo,2024-04-14,Recurrent,81.2,Pass
1576,CR-410,Echo,2025-05-12,Recurrent,67.2,Fail
1577,CR-410,Echo,2022-04-28,Recurrent,71.7,Pass
1578,CR-411,Alpha,2022-10-16,Initial,76.0,Pass
1579,CR-411,Alpha,2023-10-13,Recurrent,69.2,Fail
1580,CR-411,Alpha,2022-02-09,Recurrent,78.3,Pass
1581,CR-412,Bravo,2024-09-01,Recurrent,91.5,Pass
1582,CR-412,Bravo,2021-12-29,Recurrent,83.1,Pass
1583,CR-413,Charlie,2023-06-14,Initial,89.7,Pass
1584,CR-413,Charlie,2021-05-25,Initial,89.5,Pass
1585,CR-413,Charlie,2022-07-21,Initial,76.5,Pass
1586,CR-414,Delta,2022-11-27,Recurrent,75.1,Pass
1587,CR-414,Delta,2025-05-10,Initial,89.0,Pass
1588,CR-414,Delta,2023-06-28,Recurrent,86.5,Pass
1589,CR-414,Delta,2024-02-27,Recurrent,74.2,Pass
1590,CR-414,Delta,2024-10-18,Recurrent,70.8,Pass
1591,CR-414,Delta,2024-09-12,Recurrent,97.7,Pass
1592,CR-415,Echo,2022-02-01,Recurrent,83.3,Pass
1593,CR-415,Echo,2024-06-29,Recurrent,88.5,Pass
1594,CR-415,Echo,2024-05-25,Recurrent,82.4,Pass
1595,CR-416,Alpha,2021-02-01,Initial,95.8,Pass
1596,CR-416,Alpha,2025-03-30,Recurrent,72.7,Pass
1597,CR-416,Alpha,2021-05-19,Recurrent,78.1,Pass
1598,CR-416,Alpha,2023-09-05,Recurrent,83.5,Pass
1599,CR-416,Alpha,2023-05-15,Initial,75.8,Pass
1600,CR-417,Bravo,2021-05-22,Recurrent,88.5,Pass
1601,CR-417,Bravo,2024-01-05,Recurrent,82.9,Pass
1602,CR-417,Bravo,2024-08-25,Recurrent,74.5,Pass
1603,CR-417,Bravo,2022-12-30,Recurrent,74.0,Pass
1604,CR-417,Bravo,2023-06-09,Initial,77.8,Pass
1605,CR-418,Charlie,2022-09-23,Recurrent,81.1,Pass
1606,CR-418,Charlie,2025-08-21,Recurrent,69.0,Fail
1607,CR-419,Delta,2024-09-06,Recurrent,74.8,Pass
1608,CR-419,Delta,2023-11-01,Initial,69.7,Fail
1609,CR-419,Delta,2021-09-04,Recurrent,85.4,Pass
1610,CR-419,Delta,2022-08-02,Recurrent,76.1,Pass
1611,CR-420,Echo,2021-01-13,Recurrent,83.4,Pass
1612,CR-420,Echo,2024-08-27,Initial,85.6,Pass
1613,CR-420,Echo,2022-03-01,Recurrent,92.6,Pass
1614,CR-420,Echo,2022-08-15,Recurrent,75.2,Pass
1615,CR-420,Echo,2023-03-04,Recurrent,85.3,Pass
1616,CR-420,Echo,2023-07-15,Initial,78.5,Pass
