flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason,year,aircraft_type,acquisition_year
35952,AC-050,Echo,2021-04-13,4.3,Operational,Marginal,True,,2021,Class-I Recon,2016
35953,AC-050,Echo,2021-04-15,3.1,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
35954,AC-050,Echo,2021-04-16,4.6,Operational,Clear,True,,2021,Class-I Recon,2016
35955,AC-050,Echo,2021-04-17,4.9,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
35956,AC-050,Echo,2021-04-18,4.5,Training,Marginal,True,,2021,Class-I Recon,2016
35957,AC-050,Echo,2021-04-21,2.0,Operational,Clear,True,,2021,Class-I Recon,2016
35958,AC-050,Echo,2021-04-22,0.7,Operational,Clear,False,Weather,2021,Class-I Recon,2016
35959,AC-050,Echo,2021-04-23,4.0,Operational,Clear,True,,2021,Class-I Recon,2016
35960,AC-050,Echo,2021-04-24,3.7,Transit,Marginal,True,,2021,Class-I Recon,2016
35961,AC-050,Echo,2021-04-25,3.3,Operational,Marginal,True,,2021,Class-I Recon,2016
35962,AC-050,Echo,2021-04-26,2.1,Training,Clear,True,,2021,Class-I Recon,2016
35963,AC-050,Echo,2021-04-28,2.3,Training,Clear,True,,2021,Class-I Recon,2016
35964,AC-050,Echo,2021-04-29,0.9,Training,Clear,False,Technical,2021,Class-I Recon,2016
35965,AC-050,Echo,2021-05-01,1.5,Training,Marginal,False,Technical,2021,Class-I Recon,2016
35966,AC-050,Echo,2021-05-04,1.0,Operational,Clear,False,Technical,2021,Class-I Recon,2016
35967,AC-050,Echo,2021-05-08,1.2,Reconnaissance,Clear,False,Technical,2021,Class-I Recon,2016
35968,AC-050,Echo,2021-05-09,2.6,Training,Clear,True,,2021,Class-I Recon,2016
35969,AC-050,Echo,2021-05-10,2.3,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
35970,AC-050,Echo,2021-05-12,1.5,Operational,Clear,False,Other,2021,Class-I Recon,2016
35971,AC-050,Echo,2021-05-13,1.7,Transit,Poor,False,Technical,2021,Class-I Recon,2016
35972,AC-050,Echo,2021-05-15,3.3,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
35973,AC-050,Echo,2021-05-17,1.6,Reconnaissance,Clear,False,Weather,2021,Class-I Recon,2016
35974,AC-050,Echo,2021-05-23,1.9,Operational,Clear,True,,2021,Class-I Recon,2016
35975,AC-050,Echo,2021-05-24,2.2,Reconnaissance,Marginal,False,Weather,2021,Class-I Recon,2016
35976,AC-050,Echo,2021-05-26,4.2,Training,Clear,True,,2021,Class-I Recon,2016
35977,AC-050,Echo,2021-05-31,3.5,Training,Marginal,True,,2021,Class-I Recon,2016
35978,AC-050,Echo,2021-06-01,1.7,Training,Marginal,False,Other,2021,Class-I Recon,2016
35979,AC-050,Echo,2021-06-02,0.4,Operational,Marginal,False,Technical,2021,Class-I Recon,2016
35980,AC-050,Echo,2021-06-05,4.7,Transit,Poor,True,,2021,Class-I Recon,2016
35981,AC-050,Echo,2021-06-06,5.0,Training,Clear,True,,2021,Class-I Recon,2016
35982,AC-050,Echo,2021-06-08,1.9,Transit,Clear,True,,2021,Class-I Recon,2016
35983,AC-050,Echo,2021-06-09,0.8,Transit,Marginal,False,Weather,2021,Class-I Recon,2016
35984,AC-050,Echo,2021-06-12,0.3,Reconnaissance,Clear,False,Technical,2021,Class-I Recon,2016
35985,AC-050,Echo,2021-06-13,4.9,Operational,Clear,True,,2021,Class-I Recon,2016
35986,AC-050,Echo,2021-06-14,3.7,Transit,Clear,True,,2021,Class-I Recon,2016
35987,AC-050,Echo,2021-06-16,0.8,Reconnaissance,Clear,False,Technical,2021,Class-I Recon,2016
35988,AC-050,Echo,2021-06-17,3.3,Training,Clear,True,,2021,Class-I Recon,2016
35989,AC-050,Echo,2021-06-18,1.2,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
35990,AC-050,Echo,2021-06-20,1.5,Reconnaissance,Marginal,False,Weather,2021,Class-I Recon,2016
35991,AC-050,Echo,2021-06-22,2.1,Operational,Clear,False,Technical,2021,Class-I Recon,2016
35992,AC-050,Echo,2021-06-23,3.6,Training,Marginal,True,,2021,Class-I Recon,2016
35993,AC-050,Echo,2021-06-24,1.2,Training,Poor,False,Weather,2021,Class-I Recon,2016
35994,AC-050,Echo,2021-06-25,1.3,Training,Clear,False,Technical,2021,Class-I Recon,2016
35995,AC-050,Echo,2021-06-27,1.5,Training,Marginal,False,Technical,2021,Class-I Recon,2016
35996,AC-050,Echo,2021-06-30,0.5,Operational,Poor,False,Weather,2021,Class-I Recon,2016
35997,AC-050,Echo,2021-07-04,0.8,Operational,Marginal,False,Technical,2021,Class-I Recon,2016
35998,AC-050,Echo,2021-07-05,1.4,Training,Marginal,False,Weather,2021,Class-I Recon,2016
35999,AC-050,Echo,2021-07-08,0.7,Transit,Marginal,False,Technical,2021,Class-I Recon,2016
36000,AC-050,Echo,2021-07-10,3.9,Transit,Clear,True,,2021,Class-I Recon,2016
36001,AC-050,Echo,2021-07-11,3.9,Operational,Clear,True,,2021,Class-I Recon,2016
36002,AC-050,Echo,2021-07-12,3.2,Operational,Marginal,True,,2021,Class-I Recon,2016
36003,AC-050,Echo,2021-07-13,0.5,Operational,Poor,False,Technical,2021,Class-I Recon,2016
36004,AC-050,Echo,2021-07-14,3.5,Transit,Marginal,True,,2021,Class-I Recon,2016
36005,AC-050,Echo,2021-07-15,1.6,Training,Clear,False,Technical,2021,Class-I Recon,2016
36006,AC-050,Echo,2021-07-16,2.8,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
36007,AC-050,Echo,2021-07-17,3.2,Training,Marginal,True,,2021,Class-I Recon,2016
36008,AC-050,Echo,2021-07-18,3.1,Operational,Marginal,True,,2021,Class-I Recon,2016
36009,AC-050,Echo,2021-07-19,3.9,Operational,Clear,True,,2021,Class-I Recon,2016
36010,AC-050,Echo,2021-07-20,3.6,Operational,Clear,True,,2021,Class-I Recon,2016
36011,AC-050,Echo,2021-07-21,3.5,Training,Marginal,True,,2021,Class-I Recon,2016
36012,AC-050,Echo,2021-07-23,3.3,Operational,Clear,True,,2021,Class-I Recon,2016
36013,AC-050,Echo,2021-07-26,1.9,Training,Poor,True,,2021,Class-I Recon,2016
36014,AC-050,Echo,2021-07-27,1.7,Reconnaissance,Marginal,True,,2021,Class-I Recon,2016
36015,AC-050,Echo,2021-07-29,3.5,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
36016,AC-050,Echo,2021-07-31,2.9,Training,Clear,True,,2021,Class-I Recon,2016
36017,AC-050,Echo,2021-08-01,3.6,Operational,Clear,True,,2021,Class-I Recon,2016
36018,AC-050,Echo,2021-08-03,2.8,Operational,Clear,True,,2021,Class-I Recon,2016
36019,AC-050,Echo,2021-08-06,3.4,Operational,Clear,True,,2021,Class-I Recon,2016
36020,AC-050,Echo,2021-08-07,2.9,Reconnaissance,Marginal,True,,2021,Class-I Recon,2016
36021,AC-050,Echo,2021-08-08,0.8,Training,Clear,False,Technical,2021,Class-I Recon,2016
36022,AC-050,Echo,2021-08-09,2.3,Training,Marginal,True,,2021,Class-I Recon,2016
36023,AC-050,Echo,2021-08-12,0.3,Operational,Clear,False,Other,2021,Class-I Recon,2016
36024,AC-050,Echo,2021-08-13,3.3,Operational,Marginal,True,,2021,Class-I Recon,2016
36025,AC-050,Echo,2021-08-14,2.3,Operational,Poor,False,Technical,2021,Class-I Recon,2016
36026,AC-050,Echo,2021-08-15,3.0,Operational,Clear,True,,2021,Class-I Recon,2016
36027,AC-050,Echo,2021-08-16,3.1,Training,Clear,True,,2021,Class-I Recon,2016
36028,AC-050,Echo,2021-08-17,3.5,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
36029,AC-050,Echo,2021-08-18,1.9,Reconnaissance,Marginal,True,,2021,Class-I Recon,2016
36030,AC-050,Echo,2021-08-19,2.3,Operational,Clear,True,,2021,Class-I Recon,2016
36031,AC-050,Echo,2021-08-21,3.9,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
36032,AC-050,Echo,2021-08-22,1.0,Training,Clear,False,Weather,2021,Class-I Recon,2016
36033,AC-050,Echo,2021-08-23,0.8,Training,Clear,False,Technical,2021,Class-I Recon,2016
36034,AC-050,Echo,2021-08-24,1.3,Operational,Poor,False,Technical,2021,Class-I Recon,2016
36035,AC-050,Echo,2021-08-26,2.0,Training,Clear,False,Technical,2021,Class-I Recon,2016
36036,AC-050,Echo,2021-09-01,3.1,Reconnaissance,Marginal,True,,2021,Class-I Recon,2016
36037,AC-050,Echo,2021-09-02,3.8,Training,Clear,True,,2021,Class-I Recon,2016
36038,AC-050,Echo,2021-09-03,1.8,Operational,Clear,True,,2021,Class-I Recon,2016
36039,AC-050,Echo,2021-09-04,0.7,Training,Clear,False,Technical,2021,Class-I Recon,2016
36040,AC-050,Echo,2021-09-05,0.2,Training,Clear,False,Technical,2021,Class-I Recon,2016
36041,AC-050,Echo,2021-09-06,1.3,Operational,Poor,False,Technical,2021,Class-I Recon,2016
36042,AC-050,Echo,2021-09-08,3.8,Training,Marginal,True,,2021,Class-I Recon,2016
36043,AC-050,Echo,2021-09-10,1.3,Training,Clear,False,Technical,2021,Class-I Recon,2016
36044,AC-050,Echo,2021-09-11,3.6,Operational,Marginal,True,,2021,Class-I Recon,2016
36045,AC-050,Echo,2021-09-12,0.8,Reconnaissance,Clear,False,Weather,2021,Class-I Recon,2016
36046,AC-050,Echo,2021-09-13,2.6,Operational,Clear,True,,2021,Class-I Recon,2016
36047,AC-050,Echo,2021-09-14,0.8,Training,Marginal,False,Technical,2021,Class-I Recon,2016
36048,AC-050,Echo,2021-09-18,2.4,Training,Clear,True,,2021,Class-I Recon,2016
36049,AC-050,Echo,2021-09-19,4.5,Training,Clear,True,,2021,Class-I Recon,2016
36050,AC-050,Echo,2021-09-20,3.4,Reconnaissance,Marginal,True,,2021,Class-I Recon,2016
36051,AC-050,Echo,2021-09-21,4.0,Training,Clear,True,,2021,Class-I Recon,2016
36052,AC-050,Echo,2021-09-23,3.4,Transit,Clear,True,,2021,Class-I Recon,2016
36053,AC-050,Echo,2021-09-24,1.3,Training,Marginal,False,Technical,2021,Class-I Recon,2016
36054,AC-050,Echo,2021-09-25,0.6,Training,Marginal,False,Weather,2021,Class-I Recon,2016
36055,AC-050,Echo,2021-09-27,4.2,Training,Clear,True,,2021,Class-I Recon,2016
36056,AC-050,Echo,2021-10-07,0.4,Operational,Clear,False,Technical,2021,Class-I Recon,2016
36057,AC-050,Echo,2021-10-17,3.0,Training,Clear,True,,2021,Class-I Recon,2016
36058,AC-050,Echo,2021-10-18,3.1,Reconnaissance,Poor,True,,2021,Class-I Recon,2016
36059,AC-050,Echo,2021-10-19,1.6,Transit,Clear,True,,2021,Class-I Recon,2016
36060,AC-050,Echo,2021-10-21,3.6,Operational,Poor,True,,2021,Class-I Recon,2016
36061,AC-050,Echo,2021-10-23,0.4,Transit,Clear,False,Technical,2021,Class-I Recon,2016
36062,AC-050,Echo,2021-10-24,2.6,Training,Clear,True,,2021,Class-I Recon,2016
36063,AC-050,Echo,2021-10-25,4.4,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
36064,AC-050,Echo,2021-10-27,0.5,Training,Clear,False,Weather,2021,Class-I Recon,2016
36065,AC-050,Echo,2021-10-28,3.5,Training,Marginal,True,,2021,Class-I Recon,2016
36066,AC-050,Echo,2021-11-02,0.3,Training,Clear,False,Technical,2021,Class-I Recon,2016
36067,AC-050,Echo,2021-11-03,1.8,Training,Marginal,False,Weather,2021,Class-I Recon,2016
36068,AC-050,Echo,2021-11-04,3.2,Training,Clear,True,,2021,Class-I Recon,2016
36069,AC-050,Echo,2021-11-06,3.7,Training,Clear,True,,2021,Class-I Recon,2016
36070,AC-050,Echo,2021-11-13,0.7,Training,Marginal,False,Technical,2021,Class-I Recon,2016
36071,AC-050,Echo,2021-11-21,0.8,Operational,Marginal,False,Other,2021,Class-I Recon,2016
36072,AC-050,Echo,2021-11-28,1.1,Training,Poor,False,Weather,2021,Class-I Recon,2016
36073,AC-050,Echo,2021-11-30,4.8,Operational,Clear,True,,2021,Class-I Recon,2016
36074,AC-050,Echo,2021-12-13,4.4,Training,Clear,True,,2021,Class-I Recon,2016
36075,AC-050,Echo,2021-12-14,5.5,Training,Clear,True,,2021,Class-I Recon,2016
36076,AC-050,Echo,2021-12-15,2.8,Operational,Clear,True,,2021,Class-I Recon,2016
36077,AC-050,Echo,2021-12-18,3.0,Reconnaissance,Clear,True,,2021,Class-I Recon,2016
36078,AC-050,Echo,2021-12-26,3.5,Operational,Clear,True,,2021,Class-I Recon,2016
36079,AC-050,Echo,2022-01-01,3.4,Training,Marginal,True,,2022,Class-I Recon,2016
36080,AC-050,Echo,2022-01-02,2.0,Transit,Clear,True,,2022,Class-I Recon,2016
36081,AC-050,Echo,2022-01-10,5.1,Operational,Marginal,True,,2022,Class-I Recon,2016
36082,AC-050,Echo,2022-01-11,3.2,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36083,AC-050,Echo,2022-01-18,2.8,Training,Clear,True,,2022,Class-I Recon,2016
36084,AC-050,Echo,2022-01-19,0.3,Transit,Clear,False,Technical,2022,Class-I Recon,2016
36085,AC-050,Echo,2022-01-21,2.6,Training,Poor,True,,2022,Class-I Recon,2016
36086,AC-050,Echo,2022-01-23,1.3,Training,Marginal,True,,2022,Class-I Recon,2016
36087,AC-050,Echo,2022-01-24,2.8,Training,Marginal,True,,2022,Class-I Recon,2016
36088,AC-050,Echo,2022-02-12,4.6,Training,Clear,True,,2022,Class-I Recon,2016
36089,AC-050,Echo,2022-02-14,3.1,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36090,AC-050,Echo,2022-02-23,1.3,Training,Marginal,False,Technical,2022,Class-I Recon,2016
36091,AC-050,Echo,2022-02-24,4.2,Training,Marginal,True,,2022,Class-I Recon,2016
36092,AC-050,Echo,2022-02-26,2.4,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36093,AC-050,Echo,2022-02-27,4.2,Training,Clear,True,,2022,Class-I Recon,2016
36094,AC-050,Echo,2022-02-28,4.6,Training,Clear,True,,2022,Class-I Recon,2016
36095,AC-050,Echo,2022-03-01,1.1,Training,Clear,True,,2022,Class-I Recon,2016
36096,AC-050,Echo,2022-03-02,2.9,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36097,AC-050,Echo,2022-03-04,0.7,Operational,Clear,False,Technical,2022,Class-I Recon,2016
36098,AC-050,Echo,2022-03-11,0.6,Training,Clear,False,Technical,2022,Class-I Recon,2016
36099,AC-050,Echo,2022-03-13,2.3,Operational,Clear,True,,2022,Class-I Recon,2016
36100,AC-050,Echo,2022-03-22,3.2,Training,Poor,True,,2022,Class-I Recon,2016
36101,AC-050,Echo,2022-03-27,2.8,Training,Clear,True,,2022,Class-I Recon,2016
36102,AC-050,Echo,2022-03-28,3.2,Operational,Clear,True,,2022,Class-I Recon,2016
36103,AC-050,Echo,2022-03-31,2.3,Operational,Marginal,True,,2022,Class-I Recon,2016
36104,AC-050,Echo,2022-04-02,4.5,Training,Clear,True,,2022,Class-I Recon,2016
36105,AC-050,Echo,2022-04-04,1.3,Operational,Clear,True,,2022,Class-I Recon,2016
36106,AC-050,Echo,2022-04-05,2.4,Training,Marginal,True,,2022,Class-I Recon,2016
36107,AC-050,Echo,2022-04-07,0.4,Reconnaissance,Clear,False,Technical,2022,Class-I Recon,2016
36108,AC-050,Echo,2022-04-11,2.5,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36109,AC-050,Echo,2022-04-13,5.1,Training,Clear,True,,2022,Class-I Recon,2016
36110,AC-050,Echo,2022-04-14,1.7,Training,Marginal,False,Technical,2022,Class-I Recon,2016
36111,AC-050,Echo,2022-04-15,2.0,Operational,Marginal,False,Weather,2022,Class-I Recon,2016
36112,AC-050,Echo,2022-04-16,4.4,Operational,Marginal,True,,2022,Class-I Recon,2016
36113,AC-050,Echo,2022-04-19,4.6,Operational,Clear,True,,2022,Class-I Recon,2016
36114,AC-050,Echo,2022-04-20,3.7,Transit,Clear,True,,2022,Class-I Recon,2016
36115,AC-050,Echo,2022-04-22,0.9,Reconnaissance,Clear,False,Technical,2022,Class-I Recon,2016
36116,AC-050,Echo,2022-04-23,0.7,Transit,Marginal,False,Weather,2022,Class-I Recon,2016
36117,AC-050,Echo,2022-04-27,4.3,Training,Clear,True,,2022,Class-I Recon,2016
36118,AC-050,Echo,2022-04-30,0.6,Reconnaissance,Clear,False,Technical,2022,Class-I Recon,2016
36119,AC-050,Echo,2022-05-01,2.1,Training,Clear,True,,2022,Class-I Recon,2016
36120,AC-050,Echo,2022-05-03,2.3,Operational,Clear,True,,2022,Class-I Recon,2016
36121,AC-050,Echo,2022-05-05,4.0,Operational,Clear,True,,2022,Class-I Recon,2016
36122,AC-050,Echo,2022-05-07,1.4,Reconnaissance,Marginal,False,Weather,2022,Class-I Recon,2016
36123,AC-050,Echo,2022-05-11,2.2,Training,Clear,True,,2022,Class-I Recon,2016
36124,AC-050,Echo,2022-05-22,1.0,Training,Marginal,False,Weather,2022,Class-I Recon,2016
36125,AC-050,Echo,2022-05-23,1.5,Transit,Marginal,True,,2022,Class-I Recon,2016
36126,AC-050,Echo,2022-05-24,3.8,Training,Poor,True,,2022,Class-I Recon,2016
36127,AC-050,Echo,2022-05-25,2.0,Operational,Clear,True,,2022,Class-I Recon,2016
36128,AC-050,Echo,2022-05-30,1.2,Training,Marginal,False,Technical,2022,Class-I Recon,2016
36129,AC-050,Echo,2022-06-01,2.8,Training,Clear,True,,2022,Class-I Recon,2016
36130,AC-050,Echo,2022-06-06,4.4,Training,Clear,True,,2022,Class-I Recon,2016
36131,AC-050,Echo,2022-06-09,0.7,Operational,Marginal,False,Weather,2022,Class-I Recon,2016
36132,AC-050,Echo,2022-06-10,5.4,Training,Clear,True,,2022,Class-I Recon,2016
36133,AC-050,Echo,2022-06-11,3.7,Training,Clear,True,,2022,Class-I Recon,2016
36134,AC-050,Echo,2022-06-12,0.6,Training,Poor,False,Weather,2022,Class-I Recon,2016
36135,AC-050,Echo,2022-06-14,3.5,Training,Clear,True,,2022,Class-I Recon,2016
36136,AC-050,Echo,2022-06-15,4.1,Operational,Clear,True,,2022,Class-I Recon,2016
36137,AC-050,Echo,2022-06-16,0.8,Operational,Clear,False,Technical,2022,Class-I Recon,2016
36138,AC-050,Echo,2022-06-17,2.6,Training,Clear,True,,2022,Class-I Recon,2016
36139,AC-050,Echo,2022-06-20,1.2,Training,Clear,False,Technical,2022,Class-I Recon,2016
36140,AC-050,Echo,2022-06-21,2.6,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36141,AC-050,Echo,2022-06-24,4.0,Operational,Clear,True,,2022,Class-I Recon,2016
36142,AC-050,Echo,2022-06-25,0.6,Training,Clear,False,Weather,2022,Class-I Recon,2016
36143,AC-050,Echo,2022-06-29,1.0,Transit,Marginal,False,Technical,2022,Class-I Recon,2016
36144,AC-050,Echo,2022-06-30,2.6,Training,Clear,True,,2022,Class-I Recon,2016
36145,AC-050,Echo,2022-07-01,0.6,Reconnaissance,Poor,False,Weather,2022,Class-I Recon,2016
36146,AC-050,Echo,2022-07-02,2.9,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36147,AC-050,Echo,2022-07-06,1.3,Training,Marginal,False,Technical,2022,Class-I Recon,2016
36148,AC-050,Echo,2022-07-08,1.0,Training,Poor,False,Other,2022,Class-I Recon,2016
36149,AC-050,Echo,2022-07-10,1.4,Operational,Clear,True,,2022,Class-I Recon,2016
36150,AC-050,Echo,2022-07-11,2.7,Training,Clear,True,,2022,Class-I Recon,2016
36151,AC-050,Echo,2022-07-13,2.5,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36152,AC-050,Echo,2022-07-15,3.5,Transit,Clear,True,,2022,Class-I Recon,2016
36153,AC-050,Echo,2022-07-17,3.9,Operational,Clear,True,,2022,Class-I Recon,2016
36154,AC-050,Echo,2022-07-18,2.9,Operational,Poor,True,,2022,Class-I Recon,2016
36155,AC-050,Echo,2022-07-19,1.4,Operational,Marginal,False,Technical,2022,Class-I Recon,2016
36156,AC-050,Echo,2022-07-20,1.5,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36157,AC-050,Echo,2022-07-23,0.8,Operational,Clear,False,Technical,2022,Class-I Recon,2016
36158,AC-050,Echo,2022-07-24,3.5,Transit,Clear,True,,2022,Class-I Recon,2016
36159,AC-050,Echo,2022-07-25,1.5,Transit,Marginal,True,,2022,Class-I Recon,2016
36160,AC-050,Echo,2022-07-27,3.0,Operational,Marginal,True,,2022,Class-I Recon,2016
36161,AC-050,Echo,2022-07-28,2.6,Training,Marginal,True,,2022,Class-I Recon,2016
36162,AC-050,Echo,2022-07-30,2.1,Training,Poor,True,,2022,Class-I Recon,2016
36163,AC-050,Echo,2022-08-02,3.5,Operational,Clear,True,,2022,Class-I Recon,2016
36164,AC-050,Echo,2022-08-03,2.1,Operational,Clear,True,,2022,Class-I Recon,2016
36165,AC-050,Echo,2022-08-04,1.9,Training,Clear,True,,2022,Class-I Recon,2016
36166,AC-050,Echo,2022-08-05,3.9,Transit,Clear,True,,2022,Class-I Recon,2016
36167,AC-050,Echo,2022-08-06,0.6,Reconnaissance,Marginal,False,Technical,2022,Class-I Recon,2016
36168,AC-050,Echo,2022-08-09,1.0,Operational,Clear,False,Technical,2022,Class-I Recon,2016
36169,AC-050,Echo,2022-08-10,2.4,Training,Clear,True,,2022,Class-I Recon,2016
36170,AC-050,Echo,2022-08-12,0.8,Operational,Clear,False,Technical,2022,Class-I Recon,2016
36171,AC-050,Echo,2022-08-13,2.5,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36172,AC-050,Echo,2022-08-18,1.3,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36173,AC-050,Echo,2022-08-19,1.1,Training,Clear,False,Technical,2022,Class-I Recon,2016
36174,AC-050,Echo,2022-08-22,3.3,Operational,Clear,True,,2022,Class-I Recon,2016
36175,AC-050,Echo,2022-08-23,1.7,Training,Clear,True,,2022,Class-I Recon,2016
36176,AC-050,Echo,2022-08-24,4.7,Transit,Clear,True,,2022,Class-I Recon,2016
36177,AC-050,Echo,2022-08-25,2.1,Transit,Clear,True,,2022,Class-I Recon,2016
36178,AC-050,Echo,2022-08-26,3.8,Transit,Clear,True,,2022,Class-I Recon,2016
36179,AC-050,Echo,2022-08-29,3.6,Transit,Clear,True,,2022,Class-I Recon,2016
36180,AC-050,Echo,2022-08-30,1.5,Training,Clear,True,,2022,Class-I Recon,2016
36181,AC-050,Echo,2022-08-31,1.1,Training,Clear,False,Technical,2022,Class-I Recon,2016
36182,AC-050,Echo,2022-09-01,0.4,Training,Marginal,False,Weather,2022,Class-I Recon,2016
36183,AC-050,Echo,2022-09-02,4.0,Training,Clear,True,,2022,Class-I Recon,2016
36184,AC-050,Echo,2022-09-03,1.8,Operational,Clear,False,Technical,2022,Class-I Recon,2016
36185,AC-050,Echo,2022-09-05,4.5,Training,Marginal,True,,2022,Class-I Recon,2016
36186,AC-050,Echo,2022-09-06,4.0,Operational,Marginal,True,,2022,Class-I Recon,2016
36187,AC-050,Echo,2022-09-07,2.5,Operational,Poor,True,,2022,Class-I Recon,2016
36188,AC-050,Echo,2022-09-09,3.3,Operational,Marginal,True,,2022,Class-I Recon,2016
36189,AC-050,Echo,2022-09-11,3.0,Transit,Clear,True,,2022,Class-I Recon,2016
36190,AC-050,Echo,2022-09-13,4.0,Training,Clear,True,,2022,Class-I Recon,2016
36191,AC-050,Echo,2022-09-14,0.3,Training,Clear,False,Technical,2022,Class-I Recon,2016
36192,AC-050,Echo,2022-09-15,1.7,Training,Clear,True,,2022,Class-I Recon,2016
36193,AC-050,Echo,2022-09-18,0.5,Transit,Marginal,True,,2022,Class-I Recon,2016
36194,AC-050,Echo,2022-09-24,1.5,Transit,Clear,False,Other,2022,Class-I Recon,2016
36195,AC-050,Echo,2022-09-26,3.0,Training,Clear,True,,2022,Class-I Recon,2016
36196,AC-050,Echo,2022-09-27,3.6,Training,Clear,True,,2022,Class-I Recon,2016
36197,AC-050,Echo,2022-09-28,1.1,Training,Clear,False,Technical,2022,Class-I Recon,2016
36198,AC-050,Echo,2022-10-03,0.6,Training,Clear,False,Weather,2022,Class-I Recon,2016
36199,AC-050,Echo,2022-10-07,0.9,Transit,Clear,False,Technical,2022,Class-I Recon,2016
36200,AC-050,Echo,2022-10-18,1.1,Reconnaissance,Clear,False,Technical,2022,Class-I Recon,2016
36201,AC-050,Echo,2022-10-23,3.6,Reconnaissance,Marginal,True,,2022,Class-I Recon,2016
36202,AC-050,Echo,2022-10-26,0.7,Training,Marginal,False,Other,2022,Class-I Recon,2016
36203,AC-050,Echo,2022-10-27,3.3,Operational,Clear,True,,2022,Class-I Recon,2016
36204,AC-050,Echo,2022-10-29,1.2,Training,Clear,True,,2022,Class-I Recon,2016
36205,AC-050,Echo,2022-10-31,4.1,Reconnaissance,Marginal,True,,2022,Class-I Recon,2016
36206,AC-050,Echo,2022-11-01,1.1,Reconnaissance,Poor,False,Technical,2022,Class-I Recon,2016
36207,AC-050,Echo,2022-11-03,2.4,Training,Clear,True,,2022,Class-I Recon,2016
36208,AC-050,Echo,2022-11-04,2.0,Training,Clear,False,Technical,2022,Class-I Recon,2016
36209,AC-050,Echo,2022-11-08,1.7,Operational,Marginal,True,,2022,Class-I Recon,2016
36210,AC-050,Echo,2022-11-14,5.4,Training,Clear,True,,2022,Class-I Recon,2016
36211,AC-050,Echo,2022-11-15,0.9,Training,Poor,False,Other,2022,Class-I Recon,2016
36212,AC-050,Echo,2022-11-22,1.3,Training,Clear,False,Technical,2022,Class-I Recon,2016
36213,AC-050,Echo,2022-11-25,0.9,Operational,Marginal,False,Technical,2022,Class-I Recon,2016
36214,AC-050,Echo,2022-11-29,2.2,Transit,Clear,False,Other,2022,Class-I Recon,2016
36215,AC-050,Echo,2022-12-01,4.0,Training,Clear,True,,2022,Class-I Recon,2016
36216,AC-050,Echo,2022-12-06,3.3,Reconnaissance,Clear,True,,2022,Class-I Recon,2016
36217,AC-050,Echo,2022-12-10,2.8,Training,Clear,True,,2022,Class-I Recon,2016
36218,AC-050,Echo,2022-12-13,0.3,Training,Marginal,False,Weather,2022,Class-I Recon,2016
36219,AC-050,Echo,2022-12-17,1.3,Training,Poor,False,Weather,2022,Class-I Recon,2016
36220,AC-050,Echo,2022-12-22,3.8,Operational,Clear,True,,2022,Class-I Recon,2016
36221,AC-050,Echo,2022-12-24,2.0,Training,Poor,False,Weather,2022,Class-I Recon,2016
36222,AC-050,Echo,2022-12-27,1.2,Reconnaissance,Poor,False,Technical,2022,Class-I Recon,2016
36223,AC-050,Echo,2022-12-31,2.7,Reconnaissance,Marginal,True,,2022,Class-I Recon,2016
36224,AC-050,Echo,2023-01-02,1.5,Training,Clear,False,Technical,2023,Class-I Recon,2016
36225,AC-050,Echo,2023-01-03,0.5,Training,Poor,False,Weather,2023,Class-I Recon,2016
36226,AC-050,Echo,2023-01-04,3.9,Reconnaissance,Clear,True,,2023,Class-I Recon,2016
36227,AC-050,Echo,2023-01-05,1.8,Training,Poor,False,Weather,2023,Class-I Recon,2016
36228,AC-050,Echo,2023-01-06,1.0,Training,Poor,False,Weather,2023,Class-I Recon,2016
36229,AC-050,Echo,2023-01-10,2.8,Transit,Clear,True,,2023,Class-I Recon,2016
36230,AC-050,Echo,2023-01-12,1.1,Training,Clear,True,,2023,Class-I Recon,2016
36231,AC-050,Echo,2023-01-17,3.2,Training,Poor,True,,2023,Class-I Recon,2016
36232,AC-050,Echo,2023-01-19,4.1,Operational,Clear,True,,2023,Class-I Recon,2016
